fecha,provincia,codigo_indec_provincia,departamento,codigo_indec_departamento,localidad,codigo_indec_localidad,origen_de_financiamiento,tipo,ultima_actualizacion,total,positivos
2020-04-19,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,37,1.0
2020-04-19,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Público,Provincial,2020-06-15,32,6.0
2020-04-19,Río Negro,62,General Roca,42,GENERAL ROCA,450,Privado,Privado,2020-06-15,6,1.0
2020-04-19,Salta,66,Capital,28,SALTA,50,Público,Provincial,2020-06-15,4,
2020-04-19,San Juan,70,Capital,28,SAN JUAN,10,Público,Provincial,2020-06-15,20,
2020-04-19,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Público,Provincial,2020-06-15,7,
2020-04-19,Santa Cruz,78,Lago Argentino,28,EL CALAFATE,10,Público,Nacional,2020-06-15,21,5.0
2020-04-19,Santa Fe,82,La Capital,63,SANTA FE,170,Público,Provincial,2020-06-15,9,
2020-04-19,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,15,
2020-04-19,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,102,7.0
2020-04-19,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,22,
2020-04-19,Tucumán,90,Capital,84,SAN MIGUEL DE TUCUMAN,10,Público,Provincial,2020-06-15,35,2.0
2020-04-20,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,41,1.0
2020-04-20,CABA,2,COMUNA 1,1,SAN TELMO,10,Privado,Privado,2020-06-15,6,
2020-04-20,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,94,5.0
2020-04-20,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,26,2.0
2020-04-20,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,163,27.0
2020-04-20,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Obra social,2020-06-15,2,
2020-04-20,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,3,
2020-04-20,CABA,2,COMUNA 4,4,BARRACAS,10,Público,Municipal,2020-06-15,7,
2020-04-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Privado,Privado,2020-06-15,1,
2020-04-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,168,19.0
2020-04-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,44,5.0
2020-04-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,FFAA/Seguridad,2020-06-15,11,
2020-04-20,CABA,2,COMUNA 5,5,ALMAGRO,10,Privado,Privado,2020-06-15,16,1.0
2020-04-20,CABA,2,COMUNA 5,5,BOEDO,10,Privado,Privado,2020-06-15,21,
2020-04-20,CABA,2,COMUNA 6,6,CABALLITO,10,Público,Municipal,2020-06-15,10,1.0
2020-04-20,CABA,2,COMUNA 6,6,CABALLITO,10,Público,FFAA/Seguridad,2020-06-15,2,1.0
2020-04-20,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,11,
2020-04-20,CABA,2,COMUNA 14,14,PALERMO,10,Privado,Privado,2020-06-15,73,5.0
2020-04-20,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Privado,Privado,2020-06-15,36,2.0
2020-04-20,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Provincial,2020-06-15,87,8.0
2020-04-20,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Público,Municipal,2020-06-15,78,6.0
2020-04-20,Buenos Aires,6,Avellaneda,35,WILDE,10,Público,Provincial,2020-06-15,32,4.0
2020-04-20,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,4,
2020-04-20,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,36,
2020-04-20,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Público,Provincial,2020-06-15,46,
2020-04-20,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,122,6.0
2020-04-20,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Privado,Privado,2020-06-15,1,
2020-04-20,Buenos Aires,6,Azul,49,AZUL,20,Público,Provincial,2020-06-15,8,
2020-04-20,Buenos Aires,6,Junín,413,JUNIN,50,Público,Provincial,2020-06-15,10,
2020-04-20,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,1,1.0
2020-04-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,28,1.0
2020-04-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Provincial,2020-06-15,15,
2020-04-20,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Público,Nacional,2020-06-15,27,6.0
2020-04-20,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,35,3.0
2020-04-20,Buenos Aires,6,Tandil,791,TANDIL,50,Público,Universitario público,2020-06-15,2,
2020-04-20,Chaco,22,San Fernando,140,RESISTENCIA,60,Privado,Privado,2020-06-15,1,
2020-04-20,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,204,12.0
2020-04-20,Chubut,26,Escalante,21,COMODORO RIVADAVIA,30,Público,Provincial,2020-06-15,4,
2020-04-20,Córdoba,14,Capital,14,CORDOBA,10,Privado,Privado,2020-06-15,5,
2020-04-20,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,188,3.0
2020-04-20,Corrientes,18,Capital,21,CORRIENTES,20,Privado,Privado,2020-06-15,4,
2020-04-20,Corrientes,18,Capital,21,CORRIENTES,20,Público,Provincial,2020-06-15,41,
2020-04-20,Entre Ríos,30,Paraná,84,PARANA,160,Público,Provincial,2020-06-15,5,
2020-04-20,Formosa,34,Formosa,14,FORMOSA,20,Público,Provincial,2020-06-15,3,
2020-04-20,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Público,Provincial,2020-06-15,10,
2020-04-20,La Pampa,42,Capital,21,SANTA ROSA,20,Público,Provincial,2020-06-15,2,
2020-04-20,La Pampa,42,Maracó,105,GENERAL PICO,30,Público,Provincial,2020-06-15,2,
2020-04-20,La Rioja,46,Capital,14,LA RIOJA,10,Público,Provincial,2020-06-15,16,1.0
2020-04-20,Mendoza,50,Capital,7,3A. SECCION,10,Público,Provincial,2020-06-15,21,
2020-04-20,Mendoza,50,Capital,7,7A. SECCION,10,Público,Provincial,2020-06-15,2,
2020-04-20,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Público,Provincial,2020-06-15,8,
2020-04-20,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Público,Provincial,2020-06-15,24,8.0
2020-04-20,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Privado,Privado,2020-06-15,1,
2020-04-20,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Público,Provincial,2020-06-15,5,
2020-04-20,Misiones,54,Capital,28,POSADAS (MUNICIPIO DE POSADAS),30,Público,Provincial,2020-06-15,70,
2020-04-20,Neuquén,58,Confluencia,35,NEUQUEN,70,Privado,Privado,2020-06-15,1,
2020-04-20,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,29,4.0
2020-04-20,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Público,Provincial,2020-06-15,18,9.0
2020-04-20,Río Negro,62,General Roca,42,GENERAL ROCA,450,Privado,Privado,2020-06-15,5,1.0
2020-04-20,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Público,Provincial,2020-06-15,30,13.0
2020-04-20,Salta,66,Capital,28,SALTA,50,Público,Provincial,2020-06-15,2,
2020-04-20,San Juan,70,Capital,28,SAN JUAN,10,Privado,Privado,2020-06-15,2,
2020-04-20,San Juan,70,Capital,28,SAN JUAN,10,Público,Provincial,2020-06-15,11,
2020-04-20,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,5,
2020-04-20,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Público,Provincial,2020-06-15,8,1.0
2020-04-20,Santa Cruz,78,Lago Argentino,28,EL CALAFATE,10,Público,Nacional,2020-06-15,3,1.0
2020-04-20,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,5,
2020-04-20,Santa Fe,82,La Capital,63,SANTA FE,170,Público,Provincial,2020-06-15,36,1.0
2020-04-20,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,16,2.0
2020-04-20,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,119,2.0
2020-04-20,Santiago del Estero,86,Capital,49,SANTIAGO DEL ESTERO,110,Público,Provincial,2020-06-15,10,
2020-04-20,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,34,4.0
2020-04-20,Tucumán,90,Capital,84,SAN MIGUEL DE TUCUMAN,10,Público,Provincial,2020-06-15,20,1.0
2020-04-21,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,18,2.0
2020-04-21,CABA,2,COMUNA 1,1,SAN TELMO,10,Privado,Privado,2020-06-15,29,2.0
2020-04-21,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,199,19.0
2020-04-21,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,66,13.0
2020-04-21,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,222,17.0
2020-04-21,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,5,
2020-04-21,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,17,
2020-04-21,CABA,2,COMUNA 4,4,BARRACAS,10,Público,Municipal,2020-06-15,5,1.0
2020-04-21,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,259,28.0
2020-04-21,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,75,7.0
2020-04-21,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,FFAA/Seguridad,2020-06-15,17,
2020-04-21,CABA,2,COMUNA 5,5,ALMAGRO,10,Privado,Privado,2020-06-15,16,2.0
2020-04-21,CABA,2,COMUNA 5,5,BOEDO,10,Privado,Privado,2020-06-15,37,11.0
2020-04-21,CABA,2,COMUNA 6,6,CABALLITO,10,Público,Municipal,2020-06-15,5,1.0
2020-04-21,CABA,2,COMUNA 6,6,CABALLITO,10,Público,FFAA/Seguridad,2020-06-15,6,
2020-04-21,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,35,13.0
2020-04-21,CABA,2,COMUNA 12,12,SAAVEDRA,10,Privado,Privado,2020-06-15,1,
2020-04-21,CABA,2,COMUNA 14,14,PALERMO,10,Privado,Privado,2020-06-15,78,3.0
2020-04-21,CABA,2,COMUNA 15,15,AGRONOMIA,10,Privado,Privado,2020-06-15,1,
2020-04-21,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Público,Municipal,2020-06-15,11,
2020-04-21,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Provincial,2020-06-15,95,12.0
2020-04-21,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Público,Municipal,2020-06-15,121,2.0
2020-04-21,Buenos Aires,6,Avellaneda,35,WILDE,10,Público,Provincial,2020-06-15,31,9.0
2020-04-21,Buenos Aires,6,Pilar,638,PILAR,40,Público,Municipal,2020-06-15,1,
2020-04-21,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,17,
2020-04-21,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Privado,Privado,2020-06-15,1,1.0
2020-04-21,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,31,
2020-04-21,Buenos Aires,6,Tres Arroyos,833,TRES ARROYOS,100,Público,Municipal,2020-06-15,1,
2020-04-21,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Público,Provincial,2020-06-15,32,5.0
2020-04-21,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,112,14.0
2020-04-21,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Privado,Privado,2020-06-15,1,1.0
2020-04-21,Buenos Aires,6,Azul,49,AZUL,20,Público,Provincial,2020-06-15,27,1.0
2020-04-21,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Privado,Privado,2020-06-15,7,
2020-04-21,Buenos Aires,6,Junín,413,JUNIN,50,Público,Provincial,2020-06-15,8,1.0
2020-04-21,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,18,
2020-04-21,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,45,
2020-04-21,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Obra social,2020-06-15,3,
2020-04-21,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Provincial,2020-06-15,26,
2020-04-21,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Público,Nacional,2020-06-15,19,3.0
2020-04-21,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,70,12.0
2020-04-21,Buenos Aires,6,Tandil,791,TANDIL,50,Privado,Privado,2020-06-15,26,
2020-04-21,Buenos Aires,6,Tandil,791,TANDIL,50,Público,Universitario público,2020-06-15,2,
2020-04-21,Catamarca,10,Capital,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Público,Provincial,2020-06-15,10,
2020-04-21,Chaco,22,San Fernando,140,PUERTO VILELAS,50,Público,Provincial,2020-06-15,1,1.0
2020-04-21,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,155,17.0
2020-04-21,Chaco,22,Comandante Fernández,21,PRESIDENCIA ROQUE SAENZ PENA,10,Público,Provincial,2020-06-15,1,
2020-04-21,Chaco,22,Libertador General San Martín,84,PAMPA DEL INDIO,60,Público,Provincial,2020-06-15,1,
2020-04-21,Córdoba,14,Capital,14,CORDOBA,10,Privado,Privado,2020-06-15,9,
2020-04-21,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,223,25.0
2020-04-21,Corrientes,18,Capital,21,CORRIENTES,20,Privado,Privado,2020-06-15,2,
2020-04-21,Corrientes,18,Capital,21,CORRIENTES,20,Público,Provincial,2020-06-15,17,
2020-04-21,Entre Ríos,30,Paraná,84,PARANA,160,Público,Provincial,2020-06-15,22,1.0
2020-04-21,Formosa,34,Formosa,14,FORMOSA,20,Público,Provincial,2020-06-15,2,
2020-04-21,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Público,Provincial,2020-06-15,30,
2020-04-21,La Pampa,42,Capital,21,SANTA ROSA,20,Público,Provincial,2020-06-15,5,
2020-04-21,La Rioja,46,Capital,14,LA RIOJA,10,Público,Provincial,2020-06-15,36,11.0
2020-04-21,Mendoza,50,Capital,7,3A. SECCION,10,Público,Provincial,2020-06-15,3,
2020-04-21,Mendoza,50,Capital,7,7A. SECCION,10,Público,Provincial,2020-06-15,3,
2020-04-21,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Público,Provincial,2020-06-15,11,1.0
2020-04-21,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Público,Provincial,2020-06-15,6,1.0
2020-04-21,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Público,Provincial,2020-06-15,1,
2020-04-21,Misiones,54,Eldorado,42,ELDORADO,20,Público,Provincial,2020-06-15,1,
2020-04-21,Misiones,54,Capital,28,POSADAS (MUNICIPIO DE POSADAS),30,Público,Provincial,2020-06-15,20,
2020-04-21,Neuquén,58,Confluencia,35,NEUQUEN,70,Privado,Privado,2020-06-15,3,
2020-04-21,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,57,16.0
2020-04-21,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Público,Provincial,2020-06-15,31,4.0
2020-04-21,Río Negro,62,General Roca,42,GENERAL ROCA,450,Privado,Privado,2020-06-15,12,7.0
2020-04-21,Río Negro,62,General Roca,42,GENERAL ROCA,450,Público,Provincial,2020-06-15,1,
2020-04-21,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Público,Provincial,2020-06-15,29,11.0
2020-04-21,Salta,66,Capital,28,SALTA,50,Público,Provincial,2020-06-15,5,
2020-04-21,San Juan,70,Capital,28,SAN JUAN,10,Público,Provincial,2020-06-15,7,
2020-04-21,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,4,2.0
2020-04-21,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Público,Provincial,2020-06-15,1,
2020-04-21,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Público,Provincial,2020-06-15,5,
2020-04-21,Santa Cruz,78,Lago Argentino,28,EL CALAFATE,10,Público,Nacional,2020-06-15,11,3.0
2020-04-21,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,25,4.0
2020-04-21,Santa Fe,82,La Capital,63,SANTA FE,170,Público,Provincial,2020-06-15,30,2.0
2020-04-21,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,33,1.0
2020-04-21,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,112,7.0
2020-04-21,Santiago del Estero,86,Capital,49,SANTIAGO DEL ESTERO,110,Público,Provincial,2020-06-15,6,1.0
2020-04-21,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,30,
2020-04-21,Tierra del Fuego,94,Río Grande,7,RIO GRANDE,10,Público,Provincial,2020-06-15,1,
2020-04-21,Tucumán,90,Capital,84,SAN MIGUEL DE TUCUMAN,10,Público,Provincial,2020-06-15,50,3.0
2020-04-22,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,18,
2020-04-22,CABA,2,COMUNA 1,1,SAN TELMO,10,Privado,Privado,2020-06-15,6,
2020-04-22,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,157,25.0
2020-04-22,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,81,3.0
2020-04-22,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,267,18.0
2020-04-22,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,6,
2020-04-22,CABA,2,COMUNA 4,4,BARRACAS,10,Público,Municipal,2020-06-15,11,
2020-04-22,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Privado,Privado,2020-06-15,11,
2020-04-22,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,185,13.0
2020-04-22,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,75,11.0
2020-04-22,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,FFAA/Seguridad,2020-06-15,15,
2020-04-22,CABA,2,COMUNA 5,5,ALMAGRO,10,Privado,Privado,2020-06-15,18,5.0
2020-04-22,CABA,2,COMUNA 5,5,BOEDO,10,Privado,Privado,2020-06-15,19,5.0
2020-04-22,CABA,2,COMUNA 6,6,CABALLITO,10,Público,Municipal,2020-06-15,11,1.0
2020-04-22,CABA,2,COMUNA 6,6,CABALLITO,10,Público,FFAA/Seguridad,2020-06-15,7,1.0
2020-04-22,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,11,6.0
2020-04-22,CABA,2,COMUNA 11,11,VILLA DEVOTO,10,Público,Municipal,2020-06-15,2,
2020-04-22,CABA,2,COMUNA 14,14,PALERMO,10,Privado,Privado,2020-06-15,40,
2020-04-22,CABA,2,COMUNA 15,15,AGRONOMIA,10,Privado,Privado,2020-06-15,2,
2020-04-22,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Público,Municipal,2020-06-15,24,
2020-04-22,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Privado,Privado,2020-06-15,26,5.0
2020-04-22,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Provincial,2020-06-15,85,8.0
2020-04-22,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Público,Municipal,2020-06-15,73,5.0
2020-04-22,Buenos Aires,6,Avellaneda,35,WILDE,10,Privado,Privado,2020-06-15,1,
2020-04-22,Buenos Aires,6,Avellaneda,35,WILDE,10,Público,Provincial,2020-06-15,38,15.0
2020-04-22,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,14,
2020-04-22,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Privado,Privado,2020-06-15,1,
2020-04-22,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,31,2.0
2020-04-22,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Público,Provincial,2020-06-15,97,3.0
2020-04-22,Buenos Aires,6,Morón,568,MORON,10,Privado,Privado,2020-06-15,2,
2020-04-22,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,82,5.0
2020-04-22,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Municipal,2020-06-15,1,
2020-04-22,Buenos Aires,6,La Matanza,427,RAMOS MEJIA,10,Privado,Privado,2020-06-15,1,
2020-04-22,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Privado,Privado,2020-06-15,3,1.0
2020-04-22,Buenos Aires,6,Azul,49,AZUL,20,Público,Provincial,2020-06-15,16,
2020-04-22,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Privado,Privado,2020-06-15,1,
2020-04-22,Buenos Aires,6,Junín,413,JUNIN,50,Público,Provincial,2020-06-15,9,
2020-04-22,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,10,
2020-04-22,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,42,2.0
2020-04-22,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Obra social,2020-06-15,7,
2020-04-22,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Provincial,2020-06-15,16,
2020-04-22,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Público,Nacional,2020-06-15,4,
2020-04-22,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,61,5.0
2020-04-22,Buenos Aires,6,Esteban Echeverría,260,MONTE GRANDE,10,Privado,Privado,2020-06-15,1,
2020-04-22,Chaco,22,San Fernando,140,RESISTENCIA,60,Privado,Privado,2020-06-15,1,
2020-04-22,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,118,9.0
2020-04-22,Chaco,22,25 de Mayo,168,MACHAGAI,20,Público,Provincial,2020-06-15,1,
2020-04-22,Chubut,26,Rawson,77,TRELEW,40,Público,Provincial,2020-06-15,4,
2020-04-22,Chubut,26,Futaleufú,35,ESQUEL,30,Público,Provincial,2020-06-15,1,
2020-04-22,Córdoba,14,Capital,14,CORDOBA,10,Privado,Privado,2020-06-15,15,4.0
2020-04-22,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,210,9.0
2020-04-22,Córdoba,14,Santa María,147,MALAGUEÑO,210,Público,Municipal,2020-06-15,1,
2020-04-22,Corrientes,18,Capital,21,CORRIENTES,20,Privado,Privado,2020-06-15,9,
2020-04-22,Corrientes,18,Capital,21,CORRIENTES,20,Público,Provincial,2020-06-15,18,1.0
2020-04-22,Entre Ríos,30,Paraná,84,PARANA,160,Público,Provincial,2020-06-15,14,2.0
2020-04-22,Formosa,34,Formosa,14,FORMOSA,20,Público,Provincial,2020-06-15,2,
2020-04-22,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Público,Provincial,2020-06-15,18,
2020-04-22,La Pampa,42,Capital,21,SANTA ROSA,20,Público,Provincial,2020-06-15,3,
2020-04-22,La Rioja,46,Capital,14,LA RIOJA,10,Público,Provincial,2020-06-15,17,
2020-04-22,Mendoza,50,Capital,7,3A. SECCION,10,Público,Provincial,2020-06-15,10,
2020-04-22,Mendoza,50,Capital,7,7A. SECCION,10,Público,Provincial,2020-06-15,2,
2020-04-22,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Público,Provincial,2020-06-15,7,1.0
2020-04-22,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Público,Provincial,2020-06-15,23,5.0
2020-04-22,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Público,Provincial,2020-06-15,24,
2020-04-22,Misiones,54,Capital,28,POSADAS (MUNICIPIO DE POSADAS),30,Privado,Privado,2020-06-15,4,
2020-04-22,Misiones,54,Capital,28,POSADAS (MUNICIPIO DE POSADAS),30,Público,Provincial,2020-06-15,20,
2020-04-22,Neuquén,58,Confluencia,35,NEUQUEN,70,Privado,Privado,2020-06-15,4,
2020-04-22,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,40,8.0
2020-04-22,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Público,Provincial,2020-06-15,45,8.0
2020-04-22,Río Negro,62,General Roca,42,VILLA REGINA,560,Público,Provincial,2020-06-15,1,
2020-04-22,Río Negro,62,General Roca,42,GENERAL ROCA,450,Privado,Privado,2020-06-15,13,4.0
2020-04-22,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Público,Provincial,2020-06-15,30,7.0
2020-04-22,Salta,66,Capital,28,SALTA,50,Público,Provincial,2020-06-15,7,
2020-04-22,San Juan,70,Capital,28,SAN JUAN,10,Público,Provincial,2020-06-15,4,
2020-04-22,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,1,
2020-04-22,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Público,Provincial,2020-06-15,3,2.0
2020-04-22,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,7,
2020-04-22,Santa Fe,82,La Capital,63,SANTA FE,170,Público,Provincial,2020-06-15,32,1.0
2020-04-22,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,39,1.0
2020-04-22,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,123,9.0
2020-04-22,Santiago del Estero,86,Capital,49,SANTIAGO DEL ESTERO,110,Público,Provincial,2020-06-15,7,1.0
2020-04-22,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,45,2.0
2020-04-22,Tucumán,90,Capital,84,SAN MIGUEL DE TUCUMAN,10,Público,Provincial,2020-06-15,73,
2020-04-23,CABA,2,COMUNA 1,1,MONSERRAT,10,Privado,Privado,2020-06-15,1,
2020-04-23,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,12,
2020-04-23,CABA,2,COMUNA 1,1,SAN TELMO,10,Privado,Privado,2020-06-15,13,2.0
