fecha,provincia,codigo_indec_provincia,departamento,codigo_indec_departamento,localidad,codigo_indec_localidad,origen_de_financiamiento,tipo,ultima_actualizacion,total,positivos
2020-02-11,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,2,
2020-02-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,1,
2020-02-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,1,
2020-02-27,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,4,
2020-02-28,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,10,
2020-03-02,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,5,
2020-03-03,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,8,1.0
2020-03-04,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,6,
2020-03-05,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,7,
2020-03-06,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,11,7.0
2020-03-07,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,9,1.0
2020-03-08,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,28,3.0
2020-03-09,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,13,7.0
2020-03-10,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,28,2.0
2020-03-10,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,1,
2020-03-11,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,34,5.0
2020-03-11,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,1,
2020-03-12,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,1,
2020-03-12,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,45,12.0
2020-03-13,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,86,7.0
2020-03-14,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,1,
2020-03-14,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,1,
2020-03-14,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,47,7.0
2020-03-15,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,80,11.0
2020-03-16,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,2,
2020-03-16,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,103,12.0
2020-03-16,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,1,
2020-03-17,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,4,1.0
2020-03-17,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,123,19.0
2020-03-17,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,1,
2020-03-18,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,2,2.0
2020-03-18,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,1,
2020-03-18,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,199,35.0
2020-03-18,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,1,
2020-03-19,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,1,
2020-03-19,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,3,1.0
2020-03-19,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,137,25.0
2020-03-19,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,1,
2020-03-19,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,4,
2020-03-19,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,1,1.0
2020-03-20,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,3,
2020-03-20,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,7,1.0
2020-03-20,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,1,1.0
2020-03-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,207,29.0
2020-03-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,4,
2020-03-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Municipal,2020-06-15,1,1.0
2020-03-20,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,4,2.0
2020-03-20,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,1,
2020-03-20,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,3,
2020-03-21,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,1,
2020-03-21,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,3,
2020-03-21,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,275,69.0
2020-03-21,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,6,1.0
2020-03-21,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,1,
2020-03-21,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,1,1.0
2020-03-21,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,2,
2020-03-21,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,24,3.0
2020-03-21,Córdoba,14,San Justo,140,SAN FRANCISCO,360,Público,Provincial,2020-06-15,1,1.0
2020-03-21,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,7,2.0
2020-03-21,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,1,
2020-03-21,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,1,
2020-03-22,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,1,
2020-03-22,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,3,2.0
2020-03-22,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,166,45.0
2020-03-22,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,9,2.0
2020-03-22,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,FFAA/Seguridad,2020-06-15,1,
2020-03-22,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,1,1.0
2020-03-22,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,3,2.0
2020-03-22,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,22,5.0
2020-03-22,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,10,2.0
2020-03-22,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,30,12.0
2020-03-23,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,5,3.0
2020-03-23,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,14,1.0
2020-03-23,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,4,2.0
2020-03-23,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,133,16.0
2020-03-23,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,23,8.0
2020-03-23,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,4,3.0
2020-03-23,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,22,3.0
2020-03-23,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,4,1.0
2020-03-23,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,1,
2020-03-23,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,12,
2020-03-23,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,38,2.0
2020-03-23,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,3,
2020-03-23,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,19,2.0
2020-03-23,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,1,1.0
2020-03-24,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,7,2.0
2020-03-24,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,5,
2020-03-24,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,286,94.0
2020-03-24,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,6,2.0
2020-03-24,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,1,
2020-03-24,CABA,2,COMUNA 9,9,LINIERS,10,Público,Municipal,2020-06-15,1,
2020-03-24,Buenos Aires,6,Pilar,638,PILAR,40,Público,Municipal,2020-06-15,1,
2020-03-24,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,6,3.0
2020-03-24,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,31,5.0
2020-03-24,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,39,6.0
2020-03-24,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,17,1.0
2020-03-24,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,44,18.0
2020-03-25,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,3,1.0
2020-03-25,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,44,4.0
2020-03-25,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,7,1.0
2020-03-25,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,258,101.0
2020-03-25,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,3,1.0
2020-03-25,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,10,4.0
2020-03-25,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,26,3.0
2020-03-25,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,23,8.0
2020-03-25,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Privado,Privado,2020-06-15,3,1.0
2020-03-25,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,1,
2020-03-25,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,2,
2020-03-25,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,1,
2020-03-25,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,40,4.0
2020-03-25,Córdoba,14,Capital,14,CORDOBA,10,Privado,Privado,2020-06-15,1,1.0
2020-03-25,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,96,15.0
2020-03-25,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,4,1.0
2020-03-25,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,26,10.0
2020-03-26,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,4,1.0
2020-03-26,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,32,
2020-03-26,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,1,
2020-03-26,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Obra social,2020-06-15,1,1.0
2020-03-26,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,6,1.0
2020-03-26,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,328,122.0
2020-03-26,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,1,
2020-03-26,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,5,
2020-03-26,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,17,5.0
2020-03-26,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,10,3.0
2020-03-26,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,1,
2020-03-26,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,9,5.0
2020-03-26,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Municipal,2020-06-15,3,
2020-03-26,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,2,2.0
2020-03-26,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,33,4.0
2020-03-26,Córdoba,14,General San Martín,42,VILLA MARIA,170,Público,Provincial,2020-06-15,2,
2020-03-26,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,47,2.0
2020-03-26,Córdoba,14,Calamuchita,7,SANTA ROSA DE CALAMUCHITA (SANTA ROSA DE CALAMUCHITA),210,Público,Provincial,2020-06-15,1,
2020-03-26,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,8,3.0
2020-03-26,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,1,
2020-03-26,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,71,7.0
2020-03-27,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,10,4.0
2020-03-27,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,73,10.0
2020-03-27,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,2,1.0
2020-03-27,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,2,2.0
2020-03-27,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Obra social,2020-06-15,2,
2020-03-27,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,5,
2020-03-27,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,245,64.0
2020-03-27,CABA,2,COMUNA 9,9,MATADEROS,10,Privado,Obra social,2020-06-15,1,1.0
2020-03-27,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,3,
2020-03-27,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,5,3.0
2020-03-27,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,5,5.0
2020-03-27,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,4,3.0
2020-03-27,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,13,
2020-03-27,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,24,3.0
2020-03-27,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,4,3.0
2020-03-27,Corrientes,18,Capital,21,CORRIENTES,20,Privado,Privado,2020-06-15,2,2.0
2020-03-27,Corrientes,18,Capital,21,CORRIENTES,20,Público,Provincial,2020-06-15,4,4.0
2020-03-27,Neuquén,58,Confluencia,35,NEUQUEN,70,Privado,Privado,2020-06-15,1,1.0
2020-03-27,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,18,4.0
2020-03-27,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,3,
2020-03-27,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Público,Provincial,2020-06-15,2,
2020-03-27,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,1,
2020-03-27,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,16,8.0
2020-03-27,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,9,4.0
2020-03-28,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,4,2.0
2020-03-28,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,37,2.0
2020-03-28,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,4,
2020-03-28,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,9,2.0
2020-03-28,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,1,
2020-03-28,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Obra social,2020-06-15,3,2.0
2020-03-28,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,220,42.0
2020-03-28,CABA,2,COMUNA 5,5,ALMAGRO,10,Privado,Privado,2020-06-15,1,1.0
2020-03-28,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,11,4.0
2020-03-28,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,3,
2020-03-28,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Privado,Privado,2020-06-15,2,2.0
2020-03-28,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,11,4.0
2020-03-28,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,25,6.0
2020-03-28,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,5,1.0
2020-03-28,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Público,Provincial,2020-06-15,1,1.0
2020-03-28,Neuquén,58,Confluencia,35,NEUQUEN,70,Privado,Privado,2020-06-15,3,
2020-03-28,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,15,2.0
2020-03-28,Río Negro,62,General Roca,42,GENERAL ROCA,450,Público,Provincial,2020-06-15,1,
2020-03-28,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,7,
2020-03-28,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,2,
2020-03-28,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,104,15.0
2020-03-28,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,11,4.0
2020-03-28,Tierra del Fuego,94,Río Grande,7,RIO GRANDE,10,Público,Provincial,2020-06-15,2,
2020-03-29,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,8,1.0
2020-03-29,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,14,1.0
2020-03-29,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,5,4.0
2020-03-29,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,333,66.0
2020-03-29,Buenos Aires,6,Coronel de Marina L. Rosales,182,PUNTA ALTA,30,Público,Municipal,2020-06-15,1,
2020-03-29,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,18,3.0
2020-03-29,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,83,13.0
2020-03-29,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,3,3.0
2020-03-29,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,1,
2020-03-29,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,122,3.0
2020-03-29,Córdoba,14,Río Cuarto,98,RIO CUARTO,230,Privado,Privado,2020-06-15,1,1.0
2020-03-29,Corrientes,18,Capital,21,CORRIENTES,20,Público,Provincial,2020-06-15,1,
2020-03-29,Entre Ríos,30,Paraná,84,PARANA,160,Público,Provincial,2020-06-15,2,
2020-03-29,Formosa,34,Formosa,14,FORMOSA,20,Público,Provincial,2020-06-15,3,
2020-03-29,Misiones,54,Capital,28,POSADAS (MUNICIPIO DE POSADAS),30,Público,Provincial,2020-06-15,1,1.0
2020-03-29,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,9,5.0
2020-03-29,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,1,
2020-03-29,Santa Fe,82,La Capital,63,SANTA FE,170,Público,Provincial,2020-06-15,1,
2020-03-29,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,98,25.0
2020-03-29,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,13,5.0
2020-03-30,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,12,4.0
2020-03-30,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,19,
2020-03-30,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,5,3.0
2020-03-30,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,6,3.0
2020-03-30,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,6,2.0
2020-03-30,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,5,1.0
2020-03-30,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,260,48.0
2020-03-30,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,24,4.0
2020-03-30,CABA,2,COMUNA 5,5,BOEDO,10,Privado,Privado,2020-06-15,5,1.0
2020-03-30,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Público,Municipal,2020-06-15,2,
2020-03-30,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,8,2.0
2020-03-30,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,71,6.0
2020-03-30,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,2,
2020-03-30,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,2,1.0
2020-03-30,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,1,1.0
2020-03-30,Catamarca,10,Capital,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Público,Provincial,2020-06-15,6,
2020-03-30,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,25,3.0
2020-03-30,Chaco,22,Comandante Fernández,21,PRESIDENCIA ROQUE SAENZ PENA,10,Público,Provincial,2020-06-15,3,
2020-03-30,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,78,10.0
2020-03-30,Córdoba,14,Unión,182,BELL VILLE,60,Público,Provincial,2020-06-15,1,1.0
2020-03-30,Corrientes,18,Capital,21,CORRIENTES,20,Público,Provincial,2020-06-15,2,
2020-03-30,Entre Ríos,30,Paraná,84,PARANA,160,Público,Provincial,2020-06-15,12,3.0
2020-03-30,Formosa,34,Formosa,14,FORMOSA,20,Público,Provincial,2020-06-15,1,
2020-03-30,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Público,Provincial,2020-06-15,18,
2020-03-30,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Público,Provincial,2020-06-15,16,8.0
2020-03-30,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,8,4.0
2020-03-30,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,8,
2020-03-30,Santa Fe,82,La Capital,63,SANTA FE,170,Público,Provincial,2020-06-15,6,
2020-03-30,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,11,3.0
2020-03-30,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,27,8.0
2020-03-30,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,9,6.0
2020-03-31,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,9,3.0
2020-03-31,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,39,9.0
2020-03-31,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,12,6.0
2020-03-31,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,8,1.0
2020-03-31,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,12,
2020-03-31,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Obra social,2020-06-15,3,2.0
2020-03-31,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,233,24.0
2020-03-31,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,30,6.0
2020-03-31,CABA,2,COMUNA 5,5,ALMAGRO,10,Privado,Privado,2020-06-15,5,1.0
2020-03-31,CABA,2,COMUNA 5,5,BOEDO,10,Privado,Privado,2020-06-15,2,2.0
2020-03-31,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,6,
2020-03-31,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,27,1.0
2020-03-31,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,25,6.0
2020-03-31,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Privado,Privado,2020-06-15,1,1.0
2020-03-31,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,2,
2020-03-31,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,3,1.0
2020-03-31,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Municipal,2020-06-15,1,
2020-03-31,Catamarca,10,Capital,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Público,Provincial,2020-06-15,4,
2020-03-31,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,41,7.0
